"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NV.IND.MANF.KD","Manufactura, valor agregado (USD constantes de 2015)","Manufactura se refiere a industrias que pertenecen a las divisiones 10-33 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales. El origen del valor agregado está determinado por la Clasificación Industrial Internacional Uniforme (CIIU), revisión 4. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NV.IND.MANF.CN","Industrialización, valor agregado (UMN a precios actuales)","El término industrias manufactureras se refiere a las industrias pertenecientes a las divisiones 15 a 37 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.MANF.CD","Industrialización, valor agregado (US$ a precios actuales)","El término industrias manufactureras se refiere a las industrias pertenecientes a las divisiones 15 a 37 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en dólares de los Estados Unidos a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.EMPL.KD","Industria (incluida la construcción), valor agregado por trabajador (USD constantes de 2015)","El valor agregado por trabajador es una medida de la productividad laboral: valor agregado por unidad de insumo. El valor agregado denota la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Los datos están en dólares estadounidenses constantes de 2015. La industria corresponde a las categorías de tabulación C-F (revisión 3) o categorías de tabulación B-F (revisión 4) de la Clasificación Industrial Internacional Uniforme (CIIU), e incluye minas y canteras (incluida la producción de petróleo), manufacturas, construcción y servicios públicos (electricidad, gas, y agua).","Obtenido utilizando datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE, y datos de empleo de la base de datos ILOSTAT de la Organización Internacional del Trabajo.",
"NV.FSM.TOTL.KN","","","",
"NV.FSM.TOTL.CN","","","",
"NV.AGR.TOTL.ZS","Agricultura, silvicultura y pesca, valor agregado (% del PIB)","La agricultura, la silvicultura y la pesca corresponden a las divisiones 1 a 3 de la CIIU e incluyen la silvicultura, la caza y la pesca, así como el cultivo y la producción ganadera. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales. El origen del valor agregado está determinado por la Clasificación Industrial Internacional Uniforme (CIIU), revisión 4. Nota: Para los países VAB, el valor agregado bruto al costo de los factores se utiliza como denominador.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NV.AGR.TOTL.KN","Agricultura, valor agregado (UMN: Unidades de moneda nacional, a precios constantes)","La agricultura corresponde a las divisiones 1-5 de la CIIU e incluye la silvicultura, la caza y la pesca, además del cultivo de cosechas y la cría de animales. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos están expresados en moneda local, a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.AGR.TOTL.KD.ZG","Agricultura, valor agregado (% del crecimiento anual)","Tasa de crecimiento anual del valor agregado agrícola en moneda local, a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. La agricultura corresponde a las divisiones 1-5 de la CIIU e incluye la silvicultura, la caza y la pesca, además del cultivo de cosechas y la cría de animales. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.AGR.TOTL.KD","Agricultura, silvicultura y pesca, valor agregado (USD constantes de 2015)","Agricultura, silvicultura y pesca corresponden a las divisiones 01-03 de la CIIU e incluyen la silvicultura, la caza y la pesca, así como el cultivo y la producción ganadera. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales. El origen del valor agregado está determinado por la Clasificación Industrial Internacional Uniforme (CIIU), revisión 4. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NV.AGR.TOTL.CN","Agricultura, valor agregado (UMN a precios actuales)","La agricultura corresponde a las divisiones 1-5 de la CIIU e incluye la silvicultura, la caza y la pesca, además del cultivo de cosechas y la cría de animales. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.AGR.TOTL.CD","Agricultura, valor agregado (US$ a precios actuales)","La agricultura corresponde a las divisiones 1-5 de la CIIU e incluye la silvicultura, la caza y la pesca, además del cultivo de cosechas y la cría de animales. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en dólares de los Estados Unidos a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.AGR.EMPL.KD","Agricultura, silvicultura y pesca, valor agregado por trabajador (USD constantes de 2015)","El valor agregado por trabajador es una medida de la productividad laboral: valor agregado por unidad de insumo. El valor agregado denota la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Los datos están en dólares estadounidenses constantes de 2015. La agricultura corresponde a las categorías de tabulación A y B (revisión 3) o a la categoría de tabulación A (revisión 4) de la Clasificación Industrial Internacional Uniforme (CIIU), e incluye la silvicultura, la caza y la pesca, así como el cultivo y la producción ganadera.","Obtenido utilizando datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE, y datos de empleo de la base de datos ILOSTAT de la Organización Internacional del Trabajo.",
"NE.TRD.GNFS.ZS","Comercio (% del PIB)","El comercio es la suma de las exportaciones e importaciones de bienes y servicios, medidas como proporción del producto interno bruto.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.RSB.GNFS.ZS","Balanza comercial de bienes y servicios (% del PIB)","La balanza comercial de bienes y servicios (antes, balanza de recursos) es igual a las exportaciones de bienes y servicios menos las importaciones de bienes y servicios (antes, servicios no atribuibles a factores).","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.RSB.GNFS.KN","Balanza comercial de bienes y servicios (UMN a precios constantes)","La balanza comercial de bienes y servicios (antes, balanza de recursos) es igual a las exportaciones de bienes y servicios menos las importaciones de bienes y servicios (antes, servicios no atribuibles a factores). Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.RSB.GNFS.CN","Balanza comercial de bienes y servicios (UMN a precios actuales)","La balanza comercial de bienes y servicios (antes, balanza de recursos) es igual a las exportaciones de bienes y servicios menos las importaciones de bienes y servicios (antes, servicios no atribuibles a factores). Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.RSB.GNFS.CD","Balanza comercial de bienes y servicios (US$ a precios actuales)","La balanza comercial de bienes y servicios (antes, balanza de recursos) es igual a las exportaciones de bienes y servicios menos las importaciones de bienes y servicios (antes, servicios no atribuibles a factores). Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.IMP.GNFS.ZS","Importaciones de bienes y servicios (% del PIB)","Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.IMP.GNFS.KN","Importaciones de bienes y servicios (UMN a precios constantes)","Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.IMP.GNFS.KD.ZG","Importaciones de bienes y servicios (% del crecimiento anual)","La tasa de crecimiento anual de las importaciones de bienes y servicios, se expresa en moneda local a precios  constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.IMP.GNFS.KD","Importaciones de bienes y servicios (US$ a precios constantes de 2015) ","Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.IMP.GNFS.CN","Importaciones de bienes y servicios (UMN a precios actuales)","Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.IMP.GNFS.CD","Importaciones de bienes y servicios (US$ a precios actuales)","Las importaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado recibidos del resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.TOTL.ZS","Formación bruta de capital (% del PIB)","La formación bruta de capital (anteriormente, inversión interna bruta) comprende los desembolsos en concepto de adiciones a los activos fijos de la economía más las variaciones netas en el nivel de los inventarios. Los activos fijos incluyen los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.TOTL.KN","Formación bruta de capital (UMN a precios constantes)","La formación bruta de capital (anteriormente, inversión interna bruta) comprende los desembolsos en concepto de adiciones a los activos fijos de la economía más las variaciones netas en el nivel de los inventarios. Los activos fijos incluyen los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.TOTL.KD.ZG","Formación bruta de capital (% del crecimiento anual)","La tasa de crecimiento anual de la formación bruta de capital se expresa en la moneda locala precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. La formación bruta de capital (anteriormente, inversión interna bruta) comprende los desembolsos en concepto de adiciones a los activos fijos de la economía más las variaciones netas en el nivel de los inventarios. Los activos fijos incluyen los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.TOTL.KD","Formación bruta de capital (US$ a precios constantes de 2015)","La formación bruta de capital (anteriormente inversión interna bruta) consiste en desembolsos en adiciones a los activos fijos de la economía más cambios netos en el nivel de inventarios. Los activos fijos incluyen mejoras de terrenos (cercas, zanjas, drenajes, etc.); compras de plantas, maquinaria y equipos; y la construcción de carreteras, ferrocarriles y similares, incluidas escuelas, oficinas, hospitales, viviendas residenciales privadas y edificios comerciales e industriales. Los inventarios son existencias de bienes que mantienen las empresas para hacer frente a fluctuaciones temporales o inesperadas en la producción o las ventas, y ""trabajos en curso"". Según el SCN 2008, las adquisiciones netas de objetos de valor también se consideran formación de capital. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.GDI.TOTL.CN","Formación bruta de capital (UMN a precios actuales)","La formación bruta de capital (anteriormente, inversión interna bruta) comprende los desembolsos en concepto de adiciones a los activos fijos de la economía más las variaciones netas en el nivel de los inventarios. Los activos fijos incluyen los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.TOTL.CD","Formación bruta de capital (US$ a precios actuales)","La formación bruta de capital (anteriormente, inversión interna bruta) comprende los desembolsos en concepto de adiciones a los activos fijos de la economía más las variaciones netas en el nivel de los inventarios. Los activos fijos incluyen los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.STKB.KN","Cambios en inventarios (UMN a precios constantes)","Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.STKB.CN","Cambios en inventarios (UMN a precios actuales)","Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.STKB.CD","Cambios en inventarios (US$ a precios actuales)","Los inventarios son las existencias de bienes que las empresas mantienen para hacer frente a fluctuaciones temporales o inesperadas de la producción o las ventas, y los “productos en elaboración”. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FTOT.ZS","Formación bruta de capital fijo (% del PIB)","La formación bruta de capital fijo (anteriormente, inversión bruta fija interna) incluye los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FTOT.KN","Formación bruta de capital fijo (UMN a precios constantes)","La formación bruta de capital fijo (anteriormente, inversión bruta fija interna) incluye los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FTOT.KD.ZG","Formación bruta de capital fijo (% del crecimiento anual)","El crecimiento anual promedio de la formación bruta de capital fijo se expresa en moneda local a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. La formación bruta de capital fijo (anteriormente, inversión bruta fija interna) incluye los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FTOT.KD","Formación bruta de capital fijo (US$ a precios constantes de 2015)","La formación bruta de capital fijo (anteriormente inversión fija interna bruta) incluye mejoras de tierras (cercas, zanjas, drenajes, etc.); compras de plantas, maquinaria y equipos; y la construcción de carreteras, ferrocarriles y similares, incluidas escuelas, oficinas, hospitales, viviendas residenciales privadas y edificios comerciales e industriales. Según el SCN 2008, las adquisiciones netas de objetos de valor también se consideran formación de capital. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.GDI.FTOT.CN","Formación bruta de capital fijo (UMN a precios actuales)","La formación bruta de capital fijo (anteriormente, inversión bruta fija interna) incluye los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FTOT.CD","Formación bruta de capital fijo (US$ a precios actuales)","La formación bruta de capital fijo (anteriormente, inversión bruta fija interna) incluye los mejoramientos de terrenos (cercas, zanjas, drenajes, etc.); las adquisiciones de planta, maquinaria y equipo, y la construcción de carreteras, ferrocarriles y obras afines, incluidas las escuelas, oficinas, hospitales, viviendas residenciales privadas, y los edificios comerciales e industriales. De acuerdo con el SCN de 1993, las adquisiciones netas de objetos de valor también constituyen formación de capital. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FPRV.ZS","Formación bruta de capital fijo, sector privado (% del PIB)","Inversión privada cubre desembolsos brutos del sector privado (incluidos organismos privados sin fines de lucro) además de sus activos fijos nacionales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.GDI.FPRV.CN","Formación bruta de capital fijo, sector privado (UMN actuales)","Inversión privada cubre desembolsos brutos del sector privado (incluidos organismos privados sin fines de lucro) además de sus activos fijos nacionales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.EXP.GNFS.ZS","Exportaciones de bienes y servicios (% del PIB)","Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.EXP.GNFS.KN","Exportaciones de bienes y servicios (UMN a precios constantes)","Las exportaciones de bienes y servicios representan el valor de todos los bienes y demás servicios de mercado prestados al resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.EXP.GNFS.KD.ZG","Exportaciones de bienes y servicios (% del crecimiento anual)","La tasa de crecimiento anual de las exportaciones de bienes y servicios se expresa en moneda local a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. Las exportaciones de bienes y servicios representan el valor de todos los bienes y demás servicios de mercado prestados al resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.EXP.GNFS.KD","Exportaciones de bienes y servicios (US$ a precios constantes de 2015)","Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.EXP.GNFS.CN","Exportaciones de bienes y servicios (UMN a precios actuales)","Las exportaciones de bienes y servicios representan el valor de todos los bienes y demás servicios de mercado prestados al resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.EXP.GNFS.CD","Exportaciones de bienes y servicios (US$ a precios actuales)","Las exportaciones de bienes y servicios representan el valor de todos los bienes y demás servicios de mercado prestados al resto del mundo. Incluyen el valor de las mercaderías, fletes, seguros, transporte, viajes, regalías, tarifas de licencia y otros servicios tales como los relativos a las comunicaciones, la construcción, los servicios financieros, los informativos, los empresariales, los personales y los del Gobierno. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente denominados servicios de los factores), como también los pagos de transferencias. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.DAB.TOTL.ZS","Gasto nacional bruto (% del PIB)","El gasto nacional bruto (anteriormente, absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado, el gasto de consumo final del gobierno general (anteriormente, consumo del gobierno general) y la formación bruta de capital (anteriormente, inversión interna bruta).","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.DAB.TOTL.KN","Gasto nacional bruto (UMN a precios constantes)","El gasto nacional bruto (anteriormente, absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado, el gasto de consumo final del gobierno general (anteriormente, consumo del gobierno general) y la formación bruta de capital (anteriormente, inversión interna bruta). Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
